-- Logs begin at Sun 2021-06-13 16:29:34 UTC, end at Sun 2021-06-13 17:22:40 UTC. --
Jun 13 17:05:14 polkadex-node-96 systemd[1]: Started Polkadex Thea Node.
Jun 13 17:05:15 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:05:15.180  INFO main sc_cli::runner: Substrate Node
Jun 13 17:06:41 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:41.512  INFO tokio-runtime-worker substrate: 💤 Idle (36 peers), best: #0 (0x280a…8b0d), finalized #0 (0x280a…8b0d), ⬇ 1.2kiB/s ⬆ 23.1kiB/s
Jun 13 17:06:41 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:41.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:41 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:41.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:41 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:41.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:41 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:41.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:41 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:41.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:42 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:41.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:42 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:42.000  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:46 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:46.514  INFO tokio-runtime-worker substrate: 💤 Idle (36 peers), best: #0 (0x280a…8b0d), finalized #0 (0x280a…8b0d), ⬇ 2.1kiB/s ⬆ 41.4kiB/s
Jun 13 17:06:47 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:47.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:47 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:47.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:47 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:47.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:47 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:47.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:47 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:47.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:47 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:47.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:47 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:47.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
Jun 13 17:06:47 polkadex-node-96 polkadex-stencil[18943]: 2021-06-13 17:06:47.999  WARN tokio-runtime-worker slots: Creating inherent data providers took more time than we had left for the slot.
